squareMeters,numberOfRooms,hasYard,hasPool,cityCode,cityPartRange,numPrevOwners,made,hasStormProtector,hasStorageRoom,hasGuestRoom,price
28303,23,0,0,1348,8,9,1996,1,1,10,2833274.6
93490,45,1,1,51703,2,9,2012,0,0,3,9355490.2
17950,57,0,1,52904,4,10,1996,0,0,2,1802294.6
388,11,1,0,38425,6,9,1998,0,0,1,44847.8
2739,41,1,0,20586,3,6,1992,1,0,3,277462.2
7603,47,0,0,90726,8,8,1999,0,0,0,763363.9
15555,33,1,1,76677,5,4,2018,1,0,10,1564014.8
78847,12,1,0,58735,7,8,2005,0,0,8,7888002.5
30596,41,0,1,73043,8,9,1998,0,0,1,3063030.8
37395,88,0,0,17284,9,7,2018,1,1,2,3741187.8
27918,42,0,1,88907,6,1,2016,1,0,2,2798713.6
43789,83,0,1,85398,1,5,2007,1,1,8,4383378.7
15728,76,1,0,40059,9,8,2017,0,0,5,1577515.7
74409,95,0,1,32424,3,10,2000,1,0,8,7447750.0
29114,18,1,1,15509,1,9,1994,0,1,3,2919917.4
99539,34,0,1,88204,1,9,2021,0,1,3,9963045.1
73748,47,0,0,42075,6,9,2001,1,1,7,7382612.1
64273,65,1,0,72264,7,6,2003,0,1,2,6433844.3
83405,16,0,0,19556,4,2,2000,1,1,6,8347406.0
48652,25,0,0,93506,5,2,1992,0,0,9,4866264.2
53034,62,1,1,8961,9,8,2012,1,1,3,5312035.2
67294,98,1,0,87213,6,5,2016,0,1,4,6737871.6
6940,24,0,0,14844,7,9,2014,0,0,8,695809.4
74857,19,0,1,32561,9,5,2011,0,1,5,7495795.1
23365,63,1,1,73093,9,1,2016,1,0,5,2343955.6
53591,91,1,0,13020,2,7,2008,1,1,7,5365278.8
13612,57,1,0,9468,5,1,2009,1,1,8,1367128.9
63189,4,0,0,82488,4,1,2004,1,0,10,6319752.4
43441,42,0,1,45828,5,10,2000,1,1,10,4349056.0
3995,76,0,1,2844,7,1,1991,1,1,7,406628.1
43133,81,1,0,81883,8,7,2016,0,0,6,4321653.6
90323,27,0,0,24112,6,6,1999,0,0,9,9037654.9
50164,68,0,1,57026,10,6,1995,0,1,10,5022955.5
38713,64,1,0,16798,5,7,2002,1,1,3,3876407.2
5140,35,0,0,8869,3,2,2006,1,1,0,515580.6
64827,50,1,1,18952,4,6,1999,1,0,2,6491283.9
34956,3,1,1,64314,7,8,2003,1,0,10,3508101.3
87810,52,1,0,52923,6,4,2015,1,0,2,8793955.5
46349,76,0,0,64904,9,9,2005,0,1,8,4636590.5
96704,63,0,0,78651,8,9,2009,1,1,1,9672864.9
57314,63,0,0,68470,9,7,2011,1,0,1,5733991.1
42421,69,1,0,80196,5,8,2021,1,0,8,4246970.1
36442,45,1,0,92517,6,4,2019,1,1,1,3653630.9
46301,83,0,0,19297,8,7,1991,0,0,4,4631982.1
13522,4,0,0,84593,3,10,2021,1,1,7,1354750.1
83088,22,0,0,39738,6,4,2004,1,1,7,8315132.4
18019,89,0,0,27629,2,6,2006,1,1,6,1803675.6
29637,21,1,0,70145,7,9,1998,0,0,0,2973981.8
88231,33,1,0,51971,9,8,2009,1,1,1,8827270.9
99478,86,1,0,29401,8,1,2013,0,0,5,9953158.3
25207,65,0,1,31694,10,6,1997,0,0,3,2527273.7
89622,93,0,0,75385,5,5,2017,1,1,9,8965091.7
35082,21,1,1,89634,2,6,1990,1,0,7,3516840.0
91104,35,0,1,99363,7,5,1991,0,1,10,9116835.1
68046,66,1,0,3594,4,10,1997,1,1,3,6818141.7
32604,51,1,0,85386,1,5,2009,1,0,2,3263791.9
65825,55,0,0,46451,8,2,2007,0,0,3,6586250.7
61543,22,0,1,95902,7,4,2017,0,0,5,6158002.7
25004,61,0,0,10743,6,1,2019,0,0,10,2506029.9
41524,98,1,1,82133,5,7,2016,1,0,1,4163553.6
32602,47,1,0,28720,4,2,1996,0,0,5,3267427.6
17648,25,0,0,47596,1,1,2012,1,1,10,1765902.2
7935,37,0,0,17121,10,4,2010,1,1,10,803701.0
11498,38,0,1,31410,6,2,2009,0,0,5,1154978.9
69482,42,1,0,36004,6,1,2012,0,0,1,6957177.2
61647,46,1,0,64030,1,10,2019,0,0,10,6172515.9
87500,29,1,0,61445,4,4,2013,0,0,1,8754886.3
14878,39,0,1,56764,5,10,2012,1,0,4,1491712.2
43872,12,1,1,7643,5,9,1993,0,0,7,4402358.3
8413,19,0,1,74038,5,9,2002,1,0,6,849213.2
44120,42,0,1,82323,1,1,1994,0,1,7,4420400.4
68528,34,1,0,23274,1,1,1997,1,1,4,6864016.7
4293,1,0,1,65888,8,3,2014,0,0,0,438335.4
64013,22,0,0,37935,2,8,2007,1,1,0,6404986.7
44911,33,0,0,3014,10,6,2001,1,1,0,4495840.1
68647,50,0,0,12041,10,2,2010,0,0,6,6867106.0
76256,38,0,1,55125,7,7,2021,1,0,4,7631297.1
36417,62,0,1,68060,1,10,2021,1,0,6,3650549.1
69901,69,1,0,67774,8,5,2009,1,1,1,6996565.9
6478,66,0,1,95335,9,6,1994,1,0,6,652595.4
69242,1,0,1,68161,2,9,2014,1,0,0,6936087.4
31601,70,0,0,63409,6,1,2018,1,0,4,3163556.8
50294,30,0,1,23861,8,2,2006,0,0,10,5034657.6
255,62,1,1,68676,2,2,2015,0,0,5,34291.5
27060,39,0,0,65435,1,7,2007,1,0,7,2710700.7
43140,6,1,1,29151,5,10,1992,1,0,6,4322399.2
63717,7,0,0,47370,10,6,2011,0,0,8,6379454.1
40310,75,1,1,76234,5,8,2006,1,1,4,4041851.6
8904,96,1,1,47762,5,9,2016,0,0,8,895624.6
90633,92,1,1,87006,6,1,2006,0,0,7,9072944.6
6570,63,1,0,64028,4,10,2018,0,1,1,667494.8
3011,48,1,0,78036,5,8,2020,1,0,0,305014.0
16251,54,1,0,18325,3,2,2000,1,1,0,1629387.0
72165,56,0,0,7182,8,3,2004,0,1,0,7218838.4
2005,45,0,1,48091,9,1,1997,1,1,5,207531.7
18240,36,0,0,61330,4,9,2018,1,0,1,1828031.8
16006,69,1,0,84552,5,6,2005,1,1,0,1606780.5
22333,6,1,1,62849,3,4,2002,0,0,8,2245486.2
89742,27,0,0,18849,3,2,2007,1,1,4,8976777.7
10966,47,0,1,12718,5,5,1997,1,1,2,1101642.7
47148,37,0,1,27736,7,6,2013,1,1,1,4721381.3
93622,85,0,0,95229,9,6,2012,1,0,6,9363558.2
44854,18,1,0,88270,2,7,1997,1,0,2,4489439.7
92684,4,1,1,23468,8,5,2013,1,0,9,9278413.3
38964,47,0,1,14596,8,5,2021,1,1,4,3902450.1
90703,61,0,1,57243,9,5,2002,0,1,7,9072785.2
81247,42,0,1,71916,5,10,2002,1,1,2,8127330.2
42655,30,0,0,80910,5,8,1994,1,1,5,4272845.4
19602,44,1,0,4151,4,4,1995,0,0,0,1972327.5
54706,87,1,0,48172,10,7,2011,0,1,5,5476681.1
74133,92,1,0,89313,1,7,1991,0,0,6,7424902.1
32165,44,0,0,63904,9,9,2018,0,0,1,3219111.8
15262,49,0,1,20893,2,7,2005,1,0,1,1531236.5
34819,71,0,1,95913,1,8,1990,1,0,4,3488144.0
93896,35,1,1,66057,5,3,2004,1,0,9,9401076.4
62414,19,0,0,88604,8,4,1997,1,1,6,6250022.7
70873,10,0,0,4459,5,5,1997,1,0,5,7089697.7
371,29,1,0,34470,9,2,2008,0,1,8,45524.8
16326,61,0,1,80205,10,1,2020,1,1,8,1638783.0
33628,100,0,0,17190,10,9,2014,1,0,10,3367900.4
41845,32,1,0,73745,2,6,1992,0,0,1,4191538.2
26814,16,1,1,78405,7,6,2020,1,1,9,2689533.0
68974,59,0,1,42575,7,8,2005,0,0,1,6904810.5
16873,88,1,0,23484,4,7,2000,0,0,7,1691487.0
38513,7,1,0,96891,6,3,2013,0,0,2,3853759.3
82959,13,0,0,59334,9,1,2011,0,0,8,8298011.1
14029,72,1,0,86359,3,5,2010,0,0,9,1408596.0
97985,66,0,1,32487,1,3,2020,0,1,7,9804383.0
4332,31,1,1,80285,10,7,2018,0,0,6,440601.8
74436,29,1,0,17213,1,1,1992,0,0,7,7450183.2
79572,45,0,0,32878,3,1,2005,0,0,4,7958075.5
7038,24,1,1,98533,2,1,2019,0,0,2,708802.9
58869,32,1,1,72621,7,10,1994,0,1,1,5896012.4
15967,75,1,0,94596,9,9,2000,1,1,1,1605306.0
28792,30,0,1,10456,5,2,2009,0,1,8,2885914.9
74037,27,1,0,97998,2,3,2010,1,1,7,7413723.0
49104,3,0,0,9585,5,5,1994,0,0,6,4913428.4
10250,7,0,0,98896,7,8,2014,1,1,0,1025802.4
89708,27,1,0,64301,3,10,2013,1,1,8,8978292.3
74885,84,1,1,83527,7,1,2013,0,1,1,7499296.3
52887,86,0,1,7597,2,6,1996,1,1,4,5292579.6
17615,13,0,1,34394,8,6,2008,0,1,5,1774991.8
10588,61,0,1,7897,8,1,2015,1,1,6,1063316.5
72085,57,1,0,40408,10,6,2001,0,0,8,7212400.1
48092,61,1,1,58882,2,7,2009,1,1,3,4817550.9
44815,79,1,1,52384,2,5,1997,1,1,3,4490727.7
94702,96,1,1,23632,4,5,1999,1,0,1,9479031.9
19575,100,1,1,33043,5,9,2009,1,1,7,1966077.9
78934,44,0,0,57594,4,3,1996,0,0,3,7895339.6
99108,20,0,0,45112,9,1,2001,0,0,0,9914800.1
38522,4,1,0,27106,10,2,1990,0,0,6,3858534.0
10271,43,0,0,3812,7,2,2018,0,0,4,1027893.8
605,12,1,0,69657,6,9,2012,1,1,1,66663.2
83698,44,1,0,94020,3,9,1999,0,0,1,8376076.9
8976,38,0,0,66937,8,4,2007,1,1,0,898880.7
71298,98,0,0,24335,8,5,1998,0,0,5,7131907.8
76974,9,0,0,497,7,4,2014,0,1,10,7700879.4
96395,51,0,1,69572,1,4,2016,1,1,3,9648710.6
20906,36,0,0,57135,4,6,2004,1,0,2,2092028.4
42619,81,0,0,91709,5,9,2005,1,0,8,4263005.5
19782,60,1,0,64003,6,10,2000,1,1,5,1988451.0
1454,32,0,0,58784,1,3,2006,1,0,5,148234.6
63066,53,1,0,68230,2,2,2003,1,1,7,6313110.3
43912,67,0,0,3953,10,7,1990,1,0,3,4396083.0
3121,46,1,0,66893,9,1,2017,1,0,10,322767.7
22810,20,0,0,51325,2,6,2004,0,1,6,2282270.4
1666,39,0,1,71789,2,4,2015,0,1,5,169944.5
32490,11,0,0,16884,5,4,2006,1,1,10,3250802.6
19461,78,1,0,41021,5,1,2021,0,0,6,1949663.1
38375,95,1,0,81613,2,5,2002,0,0,7,3840731.2
86008,47,0,0,83780,5,8,2015,1,1,1,8609323.5
2622,98,0,1,33898,8,9,2018,0,0,1,272493.8
79445,43,0,1,11894,6,8,1990,0,0,6,7948637.0
67370,51,1,0,68941,7,3,2020,1,0,7,6742167.0
68590,39,0,1,97903,7,1,2012,0,0,1,6871144.2
58980,67,1,1,86935,2,1,2004,0,1,8,5914784.4
12389,70,1,1,48969,4,2,2018,0,1,4,1247818.8
90151,73,1,1,15682,3,3,2012,1,1,9,9022486.2
37846,76,0,1,33431,10,7,1991,1,1,4,3790981.1
93187,66,1,0,87936,10,4,2016,1,1,1,9324088.6
66592,21,1,0,6475,6,7,1996,0,1,5,6666928.6
11644,19,1,0,36946,5,8,2008,0,1,8,1166984.8
42167,74,1,0,24509,7,3,2009,1,1,10,4221684.9
30458,50,0,1,40175,9,10,1994,0,0,9,3051295.4
235,86,0,0,42101,8,6,2005,0,0,3,28656.5
23892,26,0,0,12324,7,5,2012,0,0,0,2390553.2
15621,24,1,0,27464,5,5,2004,0,1,7,1566732.4
22716,61,0,0,95435,7,3,2013,0,1,10,2272979.3
82859,100,1,0,71749,5,10,1998,1,0,0,8291287.8
73838,68,1,1,52507,6,9,2009,1,1,2,7396303.9
15064,44,1,1,34563,9,4,2001,1,0,8,1512799.1
2848,82,1,1,65650,2,3,2005,0,0,1,293779.5
94867,65,0,1,46376,7,9,1999,1,1,9,9494401.9
62037,58,0,1,44967,10,5,1992,1,1,2,6213106.2
96906,47,0,1,72144,9,10,2020,1,1,0,9697498.0
92877,43,0,0,14865,5,4,2006,0,1,0,9293132.6
88652,76,1,0,17201,9,2,2008,1,0,3,8873177.8
89178,74,0,0,21568,9,8,1997,1,0,6,8926770.7
30863,78,0,1,73984,6,9,2015,0,1,9,3089420.5
98755,18,0,1,21268,4,2,2014,1,0,8,9880422.4
34195,71,1,1,29555,7,6,2005,0,0,0,3428702.5
4537,5,0,0,41040,6,2,2016,0,0,0,456361.6
73177,38,1,0,29791,4,6,2011,1,1,4,7321281.1
13969,15,0,0,699,4,6,2013,0,0,10,1399049.3
62460,43,0,0,54866,7,6,2003,0,0,5,6253854.3
24104,53,1,0,91305,1,1,2008,0,0,3,2417754.8
25892,8,0,0,74322,8,4,2020,0,1,0,2593267.0
299,38,1,0,76474,10,4,2021,1,1,2,37033.1
15944,83,1,1,96211,8,9,1993,0,0,0,1602339.3
90045,95,0,0,6252,2,3,2008,0,0,6,9009466.8
37754,65,1,0,83911,6,7,2016,0,0,9,3784160.6
46195,68,0,1,73233,3,5,1997,1,1,9,4631767.7
91114,71,0,1,75295,1,2,1990,1,0,4,9116972.0
82651,100,1,1,53034,2,3,1990,1,0,4,8274315.0
47353,22,1,1,38565,7,8,2011,0,0,6,4743129.1
25018,100,0,1,68676,10,10,2007,0,1,1,2511418.7
10288,94,0,1,3722,4,9,2016,1,0,7,1031927.6
57085,32,1,1,90052,2,2,2004,0,0,9,5714000.4
62281,87,1,1,62129,9,8,2010,1,1,1,6239393.0
75549,77,0,0,53936,3,7,2005,0,0,4,7562030.5
11580,59,1,0,12738,7,4,1999,1,1,6,1169617.9
45229,94,0,1,46242,3,10,2004,1,0,5,4531305.4
44565,78,1,0,34919,2,8,2005,1,1,10,4463078.5
1782,64,0,1,13779,6,7,1998,1,0,2,184784.8
97593,62,0,0,65628,5,5,1995,1,0,9,9760509.5
37567,65,0,1,40714,8,4,2010,1,1,8,3764024.0
91992,40,0,1,73321,2,7,2015,1,1,1,9206945.5
92016,58,1,0,7997,2,5,2008,0,1,10,9206998.8
47027,64,0,0,12453,2,6,2017,1,1,4,4704701.7
35562,80,0,1,35855,3,6,2001,0,1,7,3560786.1
68162,64,0,1,81335,2,7,2020,1,0,3,6825255.0
30830,70,1,1,36132,8,1,2000,0,0,5,3090623.0
77776,68,0,0,8289,4,6,2010,0,1,3,7778582.0
53818,53,0,0,79755,8,10,1999,0,0,0,5386139.9
73917,74,1,0,32904,1,10,1990,0,1,3,7405490.0
92675,5,1,1,50856,4,2,2017,0,1,8,9274886.7
70159,46,0,1,4159,5,10,2019,0,0,6,7019489.9
74810,19,1,0,78485,10,6,2017,1,1,3,7492753.7
63891,41,1,1,77669,10,2,2020,0,1,4,6398575.0
10601,59,0,1,98223,1,7,2021,0,1,0,1062664.1
85375,3,0,0,2021,9,6,2014,1,1,4,8541495.4
2559,59,1,0,46843,5,6,2017,0,0,1,264370.7
18101,6,1,1,20172,10,4,1992,1,0,2,1824739.2
44429,27,0,0,24418,5,1,2016,0,1,4,4447469.6
87780,36,1,1,86321,1,1,1999,1,1,0,8787571.9
42277,28,1,1,37551,3,4,2020,0,0,5,4232611.0
14447,69,1,0,42206,3,9,1991,1,0,4,1458693.1
33205,94,1,0,72954,5,6,2000,0,1,5,3327752.0
52132,91,0,0,36610,2,10,1999,0,1,2,5216554.9
39549,62,1,0,45127,1,8,1992,1,1,7,3959426.2
60514,20,0,1,97117,9,9,1992,1,0,3,6057452.2
93499,24,1,1,60380,3,8,2006,0,0,3,9357814.6
50241,82,1,0,53936,1,6,2001,1,0,0,5029855.1
28915,37,1,0,83531,10,9,2014,0,0,4,2896715.4
46790,82,0,0,12735,9,5,2013,0,1,2,4681489.3
98780,21,1,1,98949,4,3,1990,1,1,4,9886719.0
58362,9,1,1,58166,10,9,2015,0,0,1,5846004.5
11928,67,0,0,59779,3,6,2015,1,1,10,1198963.5
41840,78,0,0,83284,8,6,2011,0,1,3,4185921.1
27538,94,1,0,24662,8,4,2019,0,1,4,2758284.9
44438,96,1,0,62393,9,4,2014,1,0,9,4450823.4
12373,18,1,0,50723,6,1,1994,1,0,9,1245235.4
3206,100,1,0,45319,1,7,1990,0,1,8,331095.0
14993,24,0,0,50377,5,6,2020,1,0,5,1501072.0
72945,13,0,1,46738,5,10,2003,1,0,2,7305011.3
74810,65,0,1,45946,5,3,2013,0,1,9,7489966.3
1300,95,1,0,3711,4,7,2009,1,0,9,134967.9
11303,72,1,1,24408,1,2,2011,1,1,6,1140133.1
67724,80,1,0,7207,2,6,1995,1,0,2,6779991.5
34195,65,1,1,18669,8,5,1992,1,0,6,3435606.2
57806,49,1,1,2842,6,1,2001,1,0,1,5790410.1
57722,21,1,1,50612,9,10,2020,1,1,0,5785132.0
62094,94,0,0,55584,6,1,2010,0,0,8,6218641.0
99148,67,1,0,91053,9,6,2021,0,1,1,9918736.1
89512,86,0,1,77376,5,9,2001,1,1,0,8960225.1
57210,10,1,0,28837,10,2,2000,1,1,8,5728623.0
46336,1,1,1,37727,8,6,2009,1,1,3,4643781.9
56145,35,1,1,18243,7,7,2006,0,1,10,5617752.6
13494,3,1,0,83994,10,9,1991,0,1,4,1355903.1
79002,20,0,0,980,2,3,1991,0,0,10,7900697.1
58208,13,1,1,73126,4,2,2020,0,1,3,5831806.0
71474,84,1,0,13061,5,8,2018,0,1,8,7152718.8
98209,43,1,0,11091,2,8,2012,1,1,3,9826484.2
41226,87,0,0,4737,9,4,1995,1,1,4,4125343.5
35122,73,0,0,20282,4,4,2001,0,0,2,3515208.1
52220,22,1,0,70735,6,5,1994,1,1,6,5226840.4
95063,89,0,1,96709,1,6,1991,1,1,3,9511106.1
73782,92,0,0,91270,8,7,1996,1,1,8,7383555.6
16368,99,1,1,6037,8,10,2007,1,1,1,1645556.7
84286,78,1,0,7669,9,5,2001,1,1,7,8437788.1
47039,34,0,1,26838,1,3,1990,1,1,3,4710291.0
77726,23,0,0,65747,10,4,2003,0,1,6,7773518.3
3912,73,1,0,2873,4,7,2011,1,0,9,395955.1
93746,13,0,0,47596,6,6,2003,0,1,10,9376444.3
44304,3,0,1,40895,8,10,1992,1,0,10,4433938.2
27400,25,1,0,11013,1,4,1992,1,0,2,2747740.2
53056,97,0,0,68087,10,6,2005,1,1,3,5310121.5
80691,51,0,0,98637,10,5,2005,1,0,7,8071084.5
57337,55,1,1,85366,1,6,1992,0,0,3,5750227.2
64732,82,0,1,85414,10,2,1995,1,1,6,6479107.5
13037,49,1,1,88942,9,4,1995,1,0,7,1315003.5
48520,25,0,1,27932,9,10,2001,1,0,4,4862564.1
74788,45,1,1,6745,4,10,2009,1,1,9,7483945.9
85208,55,0,1,43341,6,9,1998,0,0,9,8527688.8
33643,64,1,1,5187,2,5,1994,1,0,3,3374768.4
53547,77,0,0,50880,8,4,2002,0,0,2,5355930.2
85134,55,0,1,714,2,2,2016,1,1,5,8519159.6
34485,13,1,1,98141,1,6,1993,1,1,6,3460379.3
76717,3,1,0,64110,1,2,2017,1,0,6,7679009.7
63650,21,0,1,68168,10,10,2007,0,1,0,6370607.7
42237,69,0,1,68679,3,4,1993,1,1,0,4229047.3
16718,43,0,1,56375,3,1,2010,1,1,8,1678693.0
19838,64,1,1,35409,3,10,2004,1,0,8,1993919.4
66045,31,0,0,11438,5,9,2019,0,0,7,6607358.9
73235,27,1,0,48606,2,9,1995,0,0,0,7327197.5
95971,29,0,1,91137,2,7,2012,1,0,2,9605457.2
26519,100,0,1,31377,10,7,1996,0,0,4,2659980.6
76074,20,1,0,7973,3,2,1995,1,0,4,7614603.5
11788,9,1,0,83215,1,2,2020,1,1,6,1183060.0
66281,98,0,1,5380,2,1,2000,1,1,10,6630781.0
27691,39,0,1,95442,5,4,2020,0,0,6,2774041.0
59016,54,0,0,69504,6,3,2011,1,0,2,5906126.1
6048,65,0,1,48028,2,3,2021,0,0,9,610305.1
29570,78,0,1,13628,1,7,2011,0,0,9,2962411.1
67642,98,0,0,97506,5,8,2020,1,1,5,6766834.0
4033,97,1,1,29173,5,1,1997,0,0,9,415922.7
74546,3,0,1,99544,6,8,1990,0,0,8,7460101.0
55678,59,0,0,80148,4,10,2011,1,1,2,5573599.1
10784,42,1,0,3054,10,6,1990,1,1,1,1084037.0
42810,3,1,1,98063,4,4,1996,0,1,8,4288800.6
19020,13,0,0,93527,4,1,2004,1,0,8,1905429.4
4499,5,1,1,33109,1,6,2002,1,0,0,455382.2
79130,29,1,1,30053,2,5,1995,0,1,0,7925945.5
34689,100,1,0,54072,6,10,2000,1,1,7,3474451.0
99075,38,0,1,15401,10,5,2017,1,0,7,9911312.7
76446,10,0,1,92052,10,4,2004,0,1,6,7649095.4
50185,99,1,0,24039,1,1,2008,1,0,4,5021097.8
17085,79,0,0,3267,10,5,1993,1,1,8,1709963.3
31076,16,1,0,5859,3,5,2018,0,1,10,3112788.8
81924,29,0,1,78566,1,6,1990,0,0,10,8200485.0
89829,23,1,1,41659,9,10,2011,1,0,8,8992972.1
52458,31,0,1,97955,2,10,2013,0,0,8,5253326.3
65639,74,0,1,13424,10,1,2021,0,1,6,6573646.1
41332,40,1,1,36504,10,10,1994,1,1,8,4146474.4
45381,65,1,0,98233,10,4,2006,0,1,7,4543365.6
1981,39,0,0,40633,2,7,2008,0,0,1,198774.8
48178,67,0,0,89760,10,2,2011,0,0,5,4824962.1
733,86,1,1,1839,4,5,2011,0,0,5,81775.1
16071,9,0,0,1839,7,5,2003,1,1,8,1609170.3
21122,99,0,0,46816,7,2,2016,0,1,6,2113297.6
90072,63,0,0,99403,9,10,2007,0,0,4,9008547.7
3137,48,1,1,61569,6,5,2017,1,0,5,320868.7
27286,48,0,0,90262,2,5,1996,0,1,3,2728938.6
37611,47,0,1,28086,8,2,2006,0,1,6,3766677.6
84697,63,1,1,70930,6,8,2004,1,1,10,8474975.4
21833,43,0,0,80621,1,5,1997,1,1,0,2185327.7
74139,47,1,1,9247,10,2,1992,0,1,0,7421289.2
41050,6,0,1,10831,2,1,2015,1,0,6,4117975.5
16389,1,0,0,5894,2,5,1995,0,1,4,1647095.5
72265,69,1,1,23760,8,5,2005,0,1,6,7236109.5
55752,48,1,0,32183,5,7,2019,1,1,4,5580831.9
42003,27,1,0,80617,3,2,2008,0,0,4,4202952.8
76453,46,0,1,41014,10,3,2000,1,1,4,7652064.0
95771,44,1,1,24498,7,10,1993,0,0,4,9586445.3
30042,84,0,0,38907,6,7,1999,0,0,2,3008534.9
80827,51,0,0,44211,1,9,1996,0,0,6,8083933.6
58109,86,0,1,23197,8,8,2007,1,1,2,5819714.7
20006,95,0,1,7216,4,5,2002,0,0,2,2006536.2
57530,72,0,1,58310,9,6,2001,0,0,5,5755191.1
90929,35,0,0,44912,5,2,2015,0,1,10,9098666.5
27488,91,0,1,82069,4,5,2008,1,0,2,2755953.8
36904,99,1,1,41334,1,9,2020,0,0,4,3698721.0
11202,87,0,0,9860,10,5,2019,1,1,1,1122248.9
43882,3,0,0,31824,8,2,1996,1,0,0,4393079.6
62869,18,0,0,39297,4,1,2015,1,0,9,6288349.5
59437,75,1,1,57505,2,10,2014,1,1,9,5952617.4
88935,8,1,0,36360,1,2,1990,1,1,0,8901934.0
83026,68,0,1,19406,2,9,2010,0,1,8,8305842.0
19900,67,1,0,60466,9,9,2020,1,0,4,1996710.0
41204,1,0,1,42674,3,7,2010,0,0,7,4126585.0
94261,94,0,0,79234,8,4,2008,1,1,0,9429690.8
81511,74,0,1,63642,4,9,2016,0,1,6,8154985.6
59252,15,1,0,70569,10,10,1994,1,0,7,5931506.4
80067,23,0,0,58542,1,7,2021,0,0,9,8013211.1
56902,32,0,0,79433,3,6,2010,0,1,5,5694751.0
10483,46,1,1,65625,4,10,2001,0,1,9,1055996.1
41987,18,0,0,63402,8,2,2017,1,0,2,4201481.7
88100,6,0,0,52009,7,6,2020,1,1,9,8812852.0
70968,60,1,0,63631,6,5,2005,1,0,4,7101845.5
67078,21,0,1,55794,6,8,1993,1,0,2,6717669.3
10637,24,1,0,24499,7,10,1997,1,0,6,1067665.7
71171,74,1,0,3824,6,7,2003,0,0,10,7123522.3
82952,31,1,0,95942,9,3,2015,1,0,0,8299689.5
92335,96,0,1,52973,1,2,1999,0,0,8,9237950.9
60035,46,1,0,9535,6,9,2008,1,0,8,6014540.8
95492,65,1,1,94205,9,2,1997,1,0,10,9563379.7
20587,32,1,0,98056,5,5,2004,1,0,8,2067398.4
13642,8,0,0,24862,3,10,2009,1,1,9,1373966.9
38700,98,1,1,31106,8,3,1992,1,0,3,3874846.2
87991,31,0,0,98095,2,2,2006,1,0,3,8804814.6
48428,27,0,0,7219,4,4,2010,0,1,1,4844049.0
81171,100,1,1,54421,3,10,2020,0,1,6,8123187.0
82899,89,0,0,74100,8,10,2009,0,1,3,8291850.9
47126,76,1,1,28810,10,4,1995,1,0,3,4720029.5
83064,84,1,0,93610,9,6,1997,0,1,4,8314535.7
63008,89,1,1,17461,7,10,1995,1,1,8,6309285.5
23776,31,0,1,81286,5,3,2002,1,0,10,2382847.2
8597,24,1,1,27434,1,7,2018,0,1,7,867204.8
65896,44,1,1,69039,7,2,1994,1,0,2,6601450.4
47061,85,1,1,21553,10,7,2018,0,1,1,4713648.8
19341,95,1,1,23979,7,4,2017,0,0,4,1944096.7
9954,87,0,0,74803,9,2,2011,0,1,0,999219.1
86810,91,1,1,88670,5,7,2010,1,0,7,8686680.0
28062,60,1,1,16192,3,1,1995,1,0,6,2815267.5
29967,34,1,1,27710,9,2,2009,1,1,10,3006420.9
72748,23,0,1,29839,2,5,2006,1,0,2,7280260.6
10132,57,1,1,47276,10,8,2016,1,0,2,1024313.6
36932,6,1,0,72219,3,4,1990,1,1,8,3706286.0
24309,23,0,1,26404,6,1,2013,0,0,9,2434268.3
19319,18,0,1,97994,3,8,2004,1,0,7,1940995.4
9078,63,0,0,21260,10,10,1994,0,0,3,909459.4
1407,44,0,1,77721,8,3,1995,0,0,0,147495.5
38009,2,0,0,979,7,4,2018,0,0,6,3801895.8
11688,13,1,0,10203,7,8,2013,0,0,2,1180015.3
74489,96,0,0,27113,1,2,2019,0,0,9,7450211.9
91596,30,1,1,81897,8,10,2013,1,1,3,9172881.3
35520,33,0,1,23139,1,6,2011,1,1,9,3554917.1
3929,60,0,1,87322,7,5,1993,0,1,0,398629.3
26424,32,0,0,41497,6,1,2020,1,0,6,2643550.0
14074,85,1,1,18483,10,9,2003,0,1,3,1421626.3
62598,39,1,1,207,2,3,2008,0,0,7,6271214.8
51419,91,1,0,79245,5,4,2014,0,1,8,5147263.4
71012,61,0,0,56090,8,3,2004,0,0,6,7108699.4
69866,93,1,0,32080,8,3,2004,0,1,2,6995283.4
75124,27,0,0,32634,3,4,2009,0,1,6,7513990.9
73117,64,1,0,72914,10,10,2004,0,1,0,7317591.4
6086,42,0,0,10079,1,3,1992,1,1,10,609401.2
62114,85,0,1,18473,7,1,1994,1,1,5,6218248.4
85301,88,0,0,24540,8,10,2016,1,0,4,8532351.6
24046,29,0,0,57817,3,8,2021,1,1,2,2408555.1
49729,47,0,1,99549,4,10,1999,0,0,7,4979777.9
96177,51,0,0,80137,10,4,1997,1,1,3,9620405.7
5279,37,1,1,31339,7,6,2001,0,1,9,536296.1
64633,20,0,1,27883,3,4,2002,1,0,8,6472293.2
26229,35,1,1,36669,4,6,2003,1,1,7,2634608.3
92438,35,1,0,23151,7,5,2005,0,1,9,9255862.5
52332,36,0,0,28835,8,7,1995,0,1,10,5234888.5
64088,52,0,1,7722,9,7,2011,1,0,3,6417344.1
90832,54,0,0,56486,8,5,2011,0,0,8,9088841.1
4169,27,0,0,25409,3,2,2000,0,1,5,419550.0
18501,63,1,1,33825,10,4,2004,1,0,1,1855087.4
